Restaurant Name,Restaurant Type,Rate (Out Of 5),Num Of Ratings,Avg Cost (Two People),Online_Order,Table Booking
Sri Venkateshwara Sweetmeat Stall,Sweet Shop,3.8,28,300,No,No
Sri Venkateshwara Sweets Chats Juice Centre,Beverage Shop,3.4,5,100,No,No
Sri Vinayaka 99 Variety Dosa,Quick Bites,3.2,4,350,No,No
Sri Vinayaka Andhra Mess,Mess,3.3,4,300,No,No
Sri Vishnu Grand,Casual Dining,3.8,135,400,Yes,No
Sri Vishnu Grand & Garden Restaurant,Quick Bites,3.8,7,500,Yes,No
Sri Vishnu Park,Casual Dining,3.8,40,350,Yes,No
Sri Vishnu Upahar,Quick Bites,3.6,28,250,No,No
Sri Vishnu Veg,Quick Bites,3.5,11,200,Yes,No
Sri Vishnupriya,Quick Bites,3,67,300,No,No
Sri Yaksha Shiv Sagar,Casual Dining,3.6,24,600,Yes,No
Sriji's Mithai,"Dessert Parlor, Sweet Shop",3.4,5,150,No,No
Srikrishna Bhavan,Quick Bites,3.8,42,300,Yes,No
Srinagar Kabab Corner,Quick Bites,3.4,10,250,No,No
Srinathjis,"Casual Dining, Cafe",3.6,62,550,Yes,No
Srinathji's,Casual Dining,3.6,592,850,Yes,Yes
Srinathji's Cafe,"Casual Dining, Cafe",3.8,148,550,No,No
Srinidhi Donne Biryani,Quick Bites,3.2,11,300,No,No
Srinidhi Real Food,Quick Bites,3.6,26,200,No,No
Srinidhi Sagar,Quick Bites,3.4,83,300,No,No
Srinidhi Sagar Deluxe,Quick Bites,3.6,108,40,Yes,No
Srinidhi Sagar Food Line,Quick Bites,3.7,129,40,Yes,No
Srinidhi Upachar,Quick Bites,3.6,70,200,No,No
Srinidhi Veg Food Court,Quick Bites,3.9,40,300,Yes,No
Srinivasa Brahmins Bakery,"Bakery, Quick Bites",3.6,16,150,No,No
Srinivasa Mess,Mess,3.7,34,300,No,No
Sriracha,Casual Dining,4.3,687,1500,No,No
Sriracha Robata & Contemporary Pan Asian Dining,Casual Dining,2.8,40,1000,No,No
Sri's Kitchen,Takeaway,2.8,40,300,No,No
Srushti Coffee,Quick Bites,3.4,9,300,No,No
Srushti Veg,Casual Dining,3.3,6,600,No,No
SS Bucket Biryani,Casual Dining,3.9,135,600,No,No
Ssaffron - Shangri-La Hotel,"Fine Dining, Bar",4.4,751,3000,No,Yes
SSV Upahar,Quick Bites,2.8,40,300,Yes,No
St. Mary's Cafe,"Takeaway, Delivery",2.8,40,150,No,No
Star Ambur Dum Biryani,Quick Bites,3.2,5,200,No,No
Star Biryani & Kebab Centre,Quick Bites,3.4,10,150,No,No
Star Bowl,Delivery,3.7,27,700,Yes,No
Star Briyani,Quick Bites,2.8,40,200,No,No
Star Food County,Kiosk,3.4,11,300,Yes,No
Star Kitchen,Quick Bites,3.3,9,150,No,No
Starbucks,Cafe,3.5,6,700,No,No
Stark Bistro,Casual Dining,3.6,30,850,Yes,Yes
Starlite Bakery & Fastfood,Quick Bites,3.7,23,300,Yes,No
Starnese,Casual Dining,3.4,6,800,No,No
Stars 'N' Stripes,Quick Bites,2.7,77,500,No,No
Starter House,Quick Bites,2.8,40,250,Yes,No
Status,Casual Dining,3.2,66,600,Yes,No
Status Bar& Restaurant,Bar,3.3,4,1000,No,No
Steaming Mugs,Cafe,3.9,240,700,Yes,No
Step Right Up,Cafe,4.1,152,300,Yes,No
Stevie's,Cafe,4,69,500,Yes,No
Sticke2Waffles,Dessert Parlor,,40,100,No,No
StikSnax,Quick Bites,2.6,19,300,No,No
Still Sipping,Cafe,2.8,40,800,Yes,Yes
Stir Fry,Casual Dining,4,209,500,No,No
Stoked!,Cafe,4.3,294,850,No,No
Stoned Monkey,Dessert Parlor,3.9,228,500,Yes,No
Stonelicious,Dessert Parlor,4.1,284,300,Yes,No
Stoner,Dessert Parlor,4.4,2697,550,Yes,No
Stop N Joy,Quick Bites,2.8,40,150,No,No
Stop 'N' Joy,Quick Bites,3.8,28,150,Yes,No
Stories,"Casual Dining, Bar",4.6,2315,1100,Yes,Yes
Story Time,"Cafe, Quick Bites",3.7,15,500,No,No
Strada Kitchen & Bar,Casual Dining,3.4,7,1000,No,No
Straight From The Heart,Bakery,3.4,5,300,No,No
Strawbees,Bakery,3.8,52,350,Yes,No
Strawberry Moon,"Casual Dining, Bar",3.4,5,1500,No,No
Street Foods by Punjab Grill,Food Court,3.6,19,800,Yes,No
Strikers Sports Bar and Music,Bar,3.8,73,1200,No,Yes
Stuffd,"Takeaway, Delivery",3.8,32,500,Yes,No
Sub Spot,Delivery,3.3,4,400,No,No
Subham Pal Kitchen,Quick Bites,3.3,10,300,Yes,No
Subhash Mess,Mess,3.7,23,200,No,No
Subway,Food Court,3.6,12,600,Yes,No
Subz,Casual Dining,4.2,2022,1000,Yes,Yes
Subzero Korner,Quick Bites,3.3,5,250,No,No
Suchi Ruchi Veg & Non Veg Resturant,Quick Bites,3.2,4,400,No,No
Suchithra Biryani House,Casual Dining,3.7,287,450,No,No
Sudhir Vada Pav & Paratha Center,Quick Bites,3.4,11,250,Yes,No
Sufi Restaurant & Cafe,Casual Dining,3.7,105,800,Yes,No
Sufra Restaurant,Casual Dining,3.7,111,800,Yes,Yes
Sugar & Spice - Taj MG Road Bengaluru,Dessert Parlor,4,79,800,No,No
Sugar N Spice,Quick Bites,2.7,16,400,No,No
Sugar Rush,Bakery,3.8,39,300,No,No
Sugarberryz Cakery,"Takeaway, Delivery",3.9,52,1200,No,No
SugarLove,Delivery,3.5,9,1000,No,No
Sugary Bakers - A Boutique Bakery,Bakery,,40,200,No,No
Sukh Sagar,Casual Dining,2.7,182,450,Yes,No
Sukh Sagar Express,Food Court,3.7,89,500,Yes,No
Sukh Sagar Food Court,Quick Bites,3.8,54,350,No,No
Sukhi Bhava,Quick Bites,3.6,21,300,Yes,No
Sukhi's Restaurant,Quick Bites,2.7,28,250,No,No
Sulaimani Chai,Quick Bites,3.8,21,100,No,No
Sulemani Chichas,Quick Bites,2.8,40,300,Yes,No
Sultan - Palace Darbar Restaurant,Quick Bites,3.2,7,400,No,No
Sultan Rolls & Sandwiches,Quick Bites,3.9,59,300,No,No
Sultan Shah's Restaurant,Quick Bites,3.2,9,200,No,No
Sultan's Biryani,Delivery,2.8,21,700,No,No
Sultan's Creams & Faloodas,Dessert Parlor,3.3,4,150,Yes,No
Sultans of Spice,Casual Dining,4.5,3458,1300,Yes,Yes
Sultan's Restaurant,Quick Bites,3.2,37,200,Yes,No
Sumac Resto Cafe,Cafe,2.8,40,400,No,No
Sumadhura Foods,Quick Bites,3.5,108,300,Yes,No
Sumai Foods,Delivery,3.2,4,350,No,No
Sun Cafe,Quick Bites,3.3,4,300,No,No
Sunaina Sapice,Quick Bites,3.3,7,200,Yes,No
Sunehri,Casual Dining,3.7,67,500,No,No
Sunmart Ice Cream Parlour,Dessert Parlor,2.8,40,100,No,No
Sunny Cafe & Kitchen,"Cafe, Casual Dining",3.8,499,700,Yes,Yes
Sunny Side Bistro,Cafe,3.7,69,700,No,No
Sunny Spice Chinese Restaurant,Casual Dining,3.3,44,650,Yes,No
Sunny's,Casual Dining,2.8,40,2100,No,No
Sunny's Kitchen,"Takeaway, Delivery",3.6,62,500,Yes,No
Sunshadow.in,Delivery,3.5,10,400,No,No
Super Chef's (New Royal treat),Quick Bites,,40,,No,No
Supreme Biryani,Delivery,3.3,18,400,Yes,No
Surabhi Restaurant,Casual Dining,,40,400,No,No
Surya Bakery,Bakery,3.5,21,200,No,No
Surya Refreshments,Quick Bites,3.9,40,150,Yes,No
Suryawanshi,Casual Dining,3.7,16,700,Yes,No
Sutra - The Lalit Ashok Bangalore,Lounge,3.8,273,2200,No,No
Sutra Spice-The Resto Bar,Bar,3.8,34,1000,No,No
Suvaai Restaurant,Quick Bites,3.3,11,100,Yes,No
Suvai Factory,Casual Dining,3.7,20,600,Yes,Yes
Suvarna Sree Food Paradise,Quick Bites,2.8,40,400,Yes,No
SV Crispy Chicken,Quick Bites,3.5,12,200,No,No
SV Food Garden,Quick Bites,,40,,No,No
SV Indian Restaurant,Quick Bites,3.4,12,400,No,No
SV Juice Corner,Beverage Shop,3.3,6,150,No,No
SV Restaurant,Casual Dining,3.1,8,550,Yes,No
Svadu Sweets,"Quick Bites, Sweet Shop",3.3,5,150,No,No
Svadu Sweets & Savouries,"Quick Bites, Sweet Shop",3.7,26,200,No,No
Svi Food And Juice,Quick Bites,2.8,40,250,No,No
SVKP Daily Fresh,Quick Bites,3.3,5,350,No,No
SVR Foods - Night Ka Khana,Delivery,3.5,15,400,No,No
Swaad,Quick Bites,3.1,25,200,Yes,No
Swaadam Veg,Casual Dining,3.6,34,300,Yes,No
Swaadishta Restaurant,Casual Dining,2.5,60,750,No,No
Swaadpurna,Casual Dining,3.6,51,450,Yes,No
Swad,Casual Dining,3.7,38,500,No,No
Swad E Punjab,Casual Dining,3.4,6,600,No,No
Swad 'E' Punjab,Casual Dining,3.6,49,500,Yes,No
Swad Plaza,Quick Bites,3.4,6,400,Yes,No
Swad Punjab Da,Quick Bites,3.7,41,150,Yes,No
Swad Punjabi Dhaba,Quick Bites,3.6,20,300,No,No
Swad Rajasthani Bhojanalaya,Quick Bites,3.1,7,400,No,No
Swad Restaurant,Casual Dining,3.7,115,500,Yes,No
Swadd Kitchen,Casual Dining,3.4,4,500,Yes,No
Swad-Deshi Restaurant,Quick Bites,3.5,13,300,Yes,No
Swadesh Tadka,Casual Dining,3.5,179,600,Yes,No
Swadh Biryani Tandoori Spot,Quick Bites,2.8,40,200,No,No
Swadisht Inn,Casual Dining,3.5,15,700,No,No
Swadisht North Indian Restaurant,Quick Bites,3.2,23,200,No,No
Swadishta,Quick Bites,3.4,7,200,No,No
Swadist Pakhal Restaurant,Casual Dining,3.5,16,550,Yes,No
Swadist Restaurant,Quick Bites,3.4,16,300,No,No
Swadista Aahar,Quick Bites,4.1,775,300,Yes,No
Swagatham Delux - Rayalaseema Spices,Casual Dining,3.4,24,600,Yes,No
Swarga Ruchi,Quick Bites,3.3,10,200,Yes,No
Swasthaa,Casual Dining,2.8,40,600,No,No
Swasthi Spice Restaurant,Casual Dining,3.4,589,600,Yes,No
Swathi,Casual Dining,3.8,591,700,Yes,No
Swathi Delux,Casual Dining,3.2,11,450,No,No
Swathi Deluxe,Casual Dining,3.9,218,750,Yes,Yes
Swathi Deluxe Restaurant,Casual Dining,2.9,75,500,Yes,No
Swathi Greenland,"Casual Dining, Bar",3.7,174,800,Yes,No
Swathi Maharaja,Casual Dining,3.7,291,750,Yes,Yes
Swathi Restaurant,Casual Dining,3.8,34,600,No,No
Swathi Restaurant - The Vintage Inn,Casual Dining,3.8,36,900,Yes,No
Swathi Spice n Ice,Casual Dining,3.5,165,700,Yes,No
Swathi Upahara,Quick Bites,,40,350,No,No
Swati Cafe,Cafe,2.9,8,500,No,No
Sweet Alley,"Takeaway, Delivery",3.4,6,400,No,No
Sweet Chariot,Bakery,2.7,19,500,No,No
Sweet Chariot Cafe,Dessert Parlor,3.8,113,500,Yes,No
Sweet Moments Express,"Sweet Shop, Quick Bites",3.7,18,200,Yes,No
Sweet N Swirl,Dessert Parlor,3.2,17,150,No,No
Sweet Nothings Couture Cupcakes,"Takeaway, Delivery",3.4,6,250,No,No
Sweet Revenge,"Bakery, Quick Bites",3.3,9,300,No,No
Sweet Revenge Bake N Cafe,Quick Bites,2.8,40,200,No,No
Sweet Tooth - Do you have one?,"Takeaway, Delivery",3.3,4,600,No,No
Sweet Truth,Bakery,2.8,40,500,Yes,No
Swing,"Casual Dining, Bar",3.8,201,1000,No,Yes
Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,"Cafe, Bakery",3.3,6,400,No,No
Symas,Quick Bites,3.7,34,200,Yes,No
Szechuan Dragon,Casual Dining,4.2,1647,600,Yes,No
Szechwan Court - The Oberoi,Fine Dining,4.1,168,2500,No,No
T Square,Quick Bites,3.2,4,150,Yes,No
T.A.K - That Affordable Kitchen,"Takeaway, Delivery",3.2,4,400,Yes,No
T3H Cafe,Cafe,3.9,93,300,No,No
T4U Cafe,Quick Bites,3.6,17,400,No,No
Ta'aam,Casual Dining,4.1,402,750,Yes,No
Taantraa - Organic Handbaking,Delivery,3.7,28,350,No,No
Taaza Mithai,Sweet Shop,3.8,47,100,Yes,No
Taaza Thindi,Quick Bites,4.7,651,100,No,No
TAB - Take A Break,Cafe,4.1,521,550,No,No
Taco Bell,Quick Bites,3.7,168,600,Yes,No
Tadka Punjabi Restaurant,Quick Bites,3.3,9,300,Yes,No
Tadka Singh,Casual Dining,3.4,946,,No,No
Tadkawala,"Takeaway, Delivery",3.4,71,200,Yes,No
Taiki,Casual Dining,2.8,40,1000,Yes,Yes
Taipan,Casual Dining,3.5,126,700,Yes,No
Taishty,Quick Bites,3.7,66,200,Yes,No
Taiyvan's,Casual Dining,3.7,101,500,Yes,No
Taj Darbar,Casual Dining,3.8,149,600,Yes,No
Taj Durbar,Quick Bites,3.8,83,400,No,No
Taj Hotel,Casual Dining,3.7,110,550,Yes,No
Taj Restaurant,Quick Bites,3.8,68,400,No,No
Take 5,Lounge,3.5,10,1300,No,No
Take A Break,Casual Dining,3.4,7,600,No,No
Take EAT Easy,"Takeaway, Delivery",3.6,20,200,Yes,No
Take It!,Delivery,3.1,39,450,Yes,No
Take Us Away,Delivery,,40,,No,No
Talk Ease,Cafe,3.1,10,200,No,No
Talk Over Table,Cafe,4,282,500,No,No
Talk Over Table Cafe,Cafe,3.7,85,500,No,No
Talk To The Hand,Bar,3.3,4,900,No,No
Tall Blonde French,Quick Bites,3.6,82,400,Yes,No
Tamarind,Casual Dining,2.7,227,750,Yes,No
Tamarind - Tamarind Hospitality,Casual Dining,3.9,611,750,Yes,No
Tandoor,Fine Dining,3.9,1360,2100,Yes,Yes
Tandoor And Spice,Casual Dining,4,180,550,Yes,No
Tandoor Bhatti,Quick Bites,2.8,40,300,Yes,No
Tandoor Box,Casual Dining,3.5,69,850,Yes,No
Tandoor Chai House,Quick Bites,2.8,40,200,Yes,No
Tandoor Da Funda,Quick Bites,3.6,15,350,No,No
Tandoor Garden,Quick Bites,3.6,70,350,Yes,No
Tandoor Hub & Golmaal Paratha,Quick Bites,3.2,4,450,No,No
Tandoor Hut,Casual Dining,2.2,90,750,No,No
Tandoor Merchant,"Takeaway, Delivery",3.4,22,500,Yes,No
Tandoor Nation,Quick Bites,3,39,400,Yes,No
Tandoor-De-Naal,"Takeaway, Delivery",3.8,35,200,No,No
Tandoori Bytes,Casual Dining,3.6,59,700,Yes,No
Tandoori Chowk,Quick Bites,3.5,98,400,Yes,No
Tandoori Club,Casual Dining,2.8,40,750,Yes,No
Tandoori Delight,Quick Bites,3,46,300,Yes,No
Tandoori Junction,Quick Bites,3.9,81,400,Yes,No
Tandoori Knight,Quick Bites,3,290,450,Yes,No
Tandoori Paradise,Delivery,3.5,8,600,Yes,No
Tandoori Spot,Quick Bites,3.5,13,500,No,No
Tandoori Taal,Casual Dining,4.3,1788,900,Yes,Yes
Tandoorinn,Quick Bites,3.2,5,300,No,No
Tandooriwala,"Food Court, Quick Bites",2.7,24,700,Yes,No
Tandurust,"Takeaway, Delivery",3.6,27,300,No,No
Tang of Jamaica,Casual Dining,3.4,28,900,No,No
Tangerine - Davanam Sarovar Portico Suites,Casual Dining,4,40,1100,Yes,Yes
Tango,Quick Bites,3.8,51,200,No,No
Tango Bango,"Takeaway, Delivery",3.5,124,500,Yes,No
Tango Sandwich King,Quick Bites,3.5,9,200,Yes,No
Tangra Indo - Chinese Cuisine,Food Court,3.5,29,400,Yes,No
TangyLicious,"Takeaway, Delivery",2.6,16,400,Yes,No
Tanna's Kitchen,Quick Bites,3.1,7,250,Yes,No
Tanoor Tandoori,Delivery,2.8,40,550,Yes,No
Tanuja Home Food,Delivery,3.1,18,300,Yes,No
Tap House Resto Bar,"Casual Dining, Bar",3.4,183,900,Yes,Yes
Tapout Tavern,"Casual Dining, Pub",4.1,322,1200,Yes,Yes
Tapri By The Corner,Quick Bites,4.1,205,250,Yes,No
Tarama Bengali Food,Quick Bites,3.2,4,200,No,No
Tarbouche,Kiosk,2.8,40,300,Yes,No
Targaryen's Kitchen,Casual Dining,3.6,25,550,No,No
Tarlette,Bakery,2.8,40,560,No,No
Taruni Andhra Mess,Mess,3.6,23,200,No,No
Taste of Assam,Quick Bites,3.2,23,400,Yes,No
Taste of Bihar,"Takeaway, Delivery",3.7,29,300,Yes,No
Taste Of India,Quick Bites,3.1,5,400,No,No
Taste Of India Family Restaurant,Quick Bites,3.2,232,400,Yes,No
Taste Of Kerala,Casual Dining,2.2,48,600,No,No
Taste Of Kolkata,Quick Bites,3.1,59,400,Yes,No
Taste Of Malabar,Quick Bites,3.6,23,350,Yes,No
Taste Of Nawaabs,Casual Dining,3.5,324,600,Yes,No
Taste Of Nawaab's,Casual Dining,3.6,22,600,No,No
Taste of Nepal,Quick Bites,3.4,27,300,Yes,No
Taste Of Tibet,Quick Bites,4,336,300,No,No
Tastebuds,"Bakery, Quick Bites",3.7,23,300,Yes,No
Tastie's,"Quick Bites, Beverage Shop",3.2,10,150,No,No
Tasting Room - Bengaluru Oota Company,Casual Dining,4,58,2000,No,No
Tastte!!,Quick Bites,3.7,21,450,Yes,No
Tasty Bites,Quick Bites,3.7,21,150,No,No
Tasty Box,Quick Bites,2.9,6,250,Yes,No
Tasty Bytes,Quick Bites,3.1,245,300,Yes,No
Tasty Corner,Quick Bites,3.6,13,200,No,No
Tasty Fast Food,Quick Bites,3.2,4,250,No,No
Tasty Food,Quick Bites,2.8,40,300,Yes,No
Tasty Funda,Quick Bites,3.3,4,200,No,No
Tasty Homely Food,"Takeaway, Delivery",2.8,40,350,Yes,No
Tasty Jigarthanda,Beverage Shop,3.4,10,150,Yes,No
Tasty Khaana Khazana,Quick Bites,3.3,6,300,Yes,No
Tasty King,Quick Bites,3.4,8,400,No,No
Tasty Kitchens,Quick Bites,2.8,40,500,Yes,No
Tasty Magic,Casual Dining,2.7,73,600,Yes,No
Tasty Munch,Quick Bites,3.6,60,200,Yes,No
Tasty Noodle,Quick Bites,3.4,5,400,Yes,No
Tasty Paradise,Casual Dining,3.7,98,550,Yes,No
Tasty Point,Delivery,3.3,9,300,Yes,No
Tasty Restaurant,Quick Bites,2.8,40,300,No,No
Tasty Treat,Quick Bites,3.1,131,400,Yes,No
Tasty Yum,Quick Bites,2.8,40,300,No,No
Tastybites.com,Quick Bites,3.7,82,150,Yes,No
Tata Cha,"Beverage Shop, Cafe",3.2,9,500,Yes,No
Tattva Cafe,Cafe,2.8,227,450,No,No
Tawa,Quick Bites,3.4,25,200,Yes,No
Tawa Fresh,Quick Bites,3.4,12,300,Yes,No
Tawa Ghar Ka,Quick Bites,3.8,331,350,Yes,No
Tawa Sagara,Casual Dining,3.8,122,,No,No
Tawa Tandoor,Casual Dining,3.9,116,700,Yes,Yes
Tayabbs,Quick Bites,3,9,500,Yes,No
Tayo Restaurant,Casual Dining,3.9,44,600,No,No
Taza Khaana,Delivery,3,175,450,Yes,No
Taza Tawa,Casual Dining,3.2,41,550,No,No
TBC - The Breakfast Company,Quick Bites,3.8,26,150,Yes,No
TBC Sky Lounge,"Casual Dining, Bar",4.7,6745,1000,No,Yes
TBC- Sky Lounge,"Casual Dining, Bar",4.4,619,1000,No,Yes
Tea Addict,Cafe,4,77,300,Yes,No
Tea and Wine Lounge,Cafe,3.5,10,800,No,No
Tea Break Lounge,Quick Bites,3.3,5,400,Yes,No
Tea Brew,"Cafe, Casual Dining",4.1,1141,500,Yes,No
Tea Journey,Cafe,3.8,71,,No,No
Tea Samskruthi,Cafe,3.9,18,200,No,No
Tea Totallers,Cafe,2.9,19,500,Yes,No
Tea Trails,Cafe,2.8,40,600,Yes,No
Tea Villa Cafe,"Cafe, Casual Dining",4.2,656,800,No,Yes
TeamDelish,Delivery,3.4,9,300,No,No
Teapoy Mutiny,Cafe,4.1,98,500,Yes,No
Tease Whitefield,Lounge,3.7,64,1800,No,Yes
Teashot,Cafe,2.9,24,150,No,No
Teburu,Casual Dining,4.4,203,800,Yes,No
Techies Kitchen,Delivery,3.5,197,400,Yes,No
Tella Tales,Cafe,4.2,413,700,Yes,No
Tellimagic Restaurant,Quick Bites,3.5,12,400,Yes,No
Telugu Velugu,Food Court,3,6,300,No,No
Temple Meals,Quick Bites,3.8,76,200,No,No
Temptation,Quick Bites,2.8,40,300,No,No
Tempteys,"Beverage Shop, Dessert Parlor",3.7,39,500,Yes,No
Tempura Restaurant,Casual Dining,3.9,122,500,No,No
Tenco Infusions,Beverage Shop,3.5,15,200,No,No
Tenzin Kitchen,Quick Bites,4.2,522,450,Yes,No
Teppan Japanese Grill & Sushi Bar,Casual Dining,4.3,901,2000,Yes,No
Terminus Tiffin Meal Service,Delivery,2.8,40,200,No,No
Terra Bites,"Cafe, Casual Dining",4,61,700,Yes,No
Terrace Lounge,Lounge,3.6,25,1600,No,No
Terracotta Whitefield,Fine Dining,4,244,3000,No,Yes
Tetto,"Casual Dining, Bar",3.7,130,1200,Yes,No
Tewari Bros Mithai Shoppie,Sweet Shop,3.8,59,300,Yes,No
TFC - Tony's Food Corner,Casual Dining,3.1,23,400,Yes,No
TFI - The Fresh Ice Cream,Dessert Parlor,3.2,41,400,Yes,No
TGI Fridays,Lounge,3.9,1337,1700,Yes,Yes
TGS Retails,"Takeaway, Delivery",3.3,4,600,No,No
Thai & Chinese Fast Food,Quick Bites,3.4,7,400,No,No
Thai Chy,Casual Dining,4.3,367,1200,Yes,Yes
Thai House,Casual Dining,4.2,125,700,Yes,No
Thalaserry Food Court,Casual Dining,3.5,21,600,No,No
Thalassery Cafe,Quick Bites,3.4,7,150,No,No
Thalassery Food Court,Casual Dining,3.1,4,500,No,No
Thalassery Hotel,Quick Bites,2.8,40,300,No,No
Thalassery Mess,Mess,3.3,7,300,No,No
Thalassery Plaza,Quick Bites,3.5,33,400,Yes,No
Thalassery Restaurant,Casual Dining,2.8,40,600,Yes,No
Thalis Of India,Delivery,3.3,7,500,Yes,No
Thamboola,Casual Dining,3.8,139,800,Yes,No
Thanco's Natural Ice Cream,Dessert Parlor,3.1,8,450,No,No
Thanco's Natural Ice Creams,Dessert Parlor,3.2,9,300,No,No
Thanco's Naturals Ice Cream,Dessert Parlor,3.6,21,450,Yes,No
Thanima Garden Restaurant,Casual Dining,3.6,163,500,Yes,No
Thanishka Nati And Karavali Style,Quick Bites,2.8,40,400,No,No
Tharavadu,Quick Bites,3.8,83,400,Yes,No
That Garage Cafe,Cafe,3.1,40,650,Yes,No
Thayee Touch,Casual Dining,3.6,30,450,No,No
The 13th Floor,Lounge,4.4,4575,1700,No,Yes
The 3 Musketeers,Dessert Parlor,3.2,5,200,No,No
The 90s Hash House,Cafe,3.8,63,500,No,No
The Adukkala Restaurant,Casual Dining,3.6,40,500,Yes,No
The Airos,Cafe,4.1,130,650,Yes,No
The Alphaa,Casual Dining,3.8,272,550,Yes,No
The Andhra Bhojanam,Bhojanalya,3.2,4,300,Yes,No
The Ants Cafe & Store,Cafe,3.9,1380,900,Yes,Yes
The Arabesque Cafe,Casual Dining,4.1,40,600,No,No
The Arabian Nights,"Takeaway, Delivery",2.6,51,300,Yes,No
The Asian Curry House,Casual Dining,4.5,785,1000,Yes,No
The Bahubali,Casual Dining,3.4,153,800,Yes,Yes
The Baker's,"Bakery, Quick Bites",2.4,32,500,No,No
The Bakery World,Bakery,3.2,5,250,No,No
The Banana Kick,Cafe,3.3,8,600,Yes,No
The Bangalore Cafe,Casual Dining,4.1,473,800,No,Yes
The Bao Belly,Cafe,3.3,9,,No,No
The Bar Stock Exchange,"Pub, Casual Dining",4.2,634,1300,No,No
The Bar Therapy,Bar,2.8,40,800,No,No
The Barn - Bar & Kitchen,Pub,4.2,240,1500,No,Yes
The Bawarchi,Casual Dining,2.5,256,1050,Yes,No
The Beer Cafe,Pub,4.1,673,1400,Yes,Yes
The Beer Joint,Casual Dining,3.4,77,800,No,No
THE BEL ST.,"Cafe, Casual Dining",3.9,523,1100,No,No
The Belgian Waffle Co.,Dessert Parlor,3.7,15,350,Yes,No
The Belgian Waffle Company,Dessert Parlor,3.9,48,250,Yes,No
The Bengal Rasoi,Delivery,3.2,5,350,No,No
The Bengaluru Brasserie - Hyatt Centric MG Road,Casual Dining,4.1,117,2000,No,Yes
The Bier Library,"Microbrewery, Casual Dining",4.3,552,2000,Yes,Yes
The Biere Club,"Pub, Microbrewery",4.3,2283,1700,No,Yes
The Big Barbeque,Casual Dining,4.7,524,1500,No,Yes
The Big Bellyz,Quick Bites,3.9,105,300,Yes,No
The Big Grill,Quick Bites,3.4,9,400,No,No
The Big O Bakes,Bakery,4,66,300,No,No
The Big Spoon,Casual Dining,3.8,45,750,Yes,No
The Bigman's Cafe,"Takeaway, Delivery",3.7,31,450,No,No
The Biriyani Factory,Quick Bites,3.1,29,500,Yes,No
The Biriyani Pedia,Quick Bites,3.9,55,300,Yes,No
The Biryani Cafe,Quick Bites,4.1,520,300,No,No
The Biryani Culture,Food Court,3.2,9,500,Yes,No
The Biryani Palace,Quick Bites,3,12,500,Yes,No
The Biryani Paradise,Quick Bites,3.8,32,350,No,No
The Biryani Story,Casual Dining,4.4,76,600,No,No
The Biryanis,Casual Dining,3.8,426,500,Yes,No
The Bite Club,Food Truck,3.6,23,400,No,No
The Black Pearl,"Casual Dining, Bar",4.7,10413,1400,No,Yes
The Black Rabbit,"Bar, Casual Dining",4.3,4187,1500,No,Yes
The Blackboard Bakery,"Cafe, Bakery",3.7,90,1000,No,Yes
The Blue Bawarchi,Quick Bites,3.6,34,300,Yes,No
The Blue Wagon - Kitchen,Cafe,4.6,228,400,Yes,No
The Bong,Quick Bites,3.1,38,300,No,No
The Bong Palate,Quick Bites,3.8,58,300,Yes,No
The Boozy Griffin,"Casual Dining, Pub",4.6,4947,1800,No,Yes
The Breakfast Club,Delivery,3.9,90,400,No,No
The Breakfast Truck,Quick Bites,3.8,64,550,No,No
The Breakfeast,"Takeaway, Delivery",3.4,10,200,No,No
The Brekkie Shop,Delivery,3.7,57,300,Yes,No
The Brew - Aurick Boutique Hotel,Casual Dining,3.1,16,700,No,No
The Brewing Bean,Cafe,3.7,47,500,No,No
The Bridge Walk Cafe,Cafe,3.7,44,500,Yes,No
The Buffet Table,Casual Dining,2.8,40,1200,No,Yes
The Bundle Co.,Quick Bites,4.4,222,700,Yes,No
The Burger Place,Quick Bites,3.8,26,400,Yes,No
The CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© @ Saanchi,Cafe,4,30,800,No,No
The CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© @ Saanchi,Cafe,4,31,800,No,No
The Cafe Nuts and Bolts,Cafe,3,28,500,Yes,No
The Cake City,"Quick Bites, Bakery",3.2,4,300,Yes,No
The Cake Factory,Bakery,3.4,4,300,No,No
The Cake House,Bakery,3.7,29,300,Yes,No
The Cake Lair,"Bakery, Quick Bites",2.8,40,600,No,No
The Cake Mart,Bakery,3.5,22,600,Yes,No
The Cake Post,Bakery,3.4,12,900,No,No
The Cake Shop Mayura,Bakery,3.6,13,800,No,No
The Cake Ville,"Bakery, Quick Bites",3.2,18,300,Yes,No
The Cake Zone,Bakery,2.8,40,200,No,No
The Caramelts Cafe,Cafe,4.1,226,800,No,No
The Chaat Shop,Quick Bites,2.5,35,200,No,No
The Chai Stop,Quick Bites,2.8,40,200,Yes,No
The Chameleon,Bar,4.1,163,1200,No,No
The Charcoal Factory,Quick Bites,4.1,290,600,Yes,No
The Chariot,Quick Bites,2.9,50,350,Yes,No
The Charlton Bar,Bar,3.3,4,1000,No,No
